Exoplanet Archive Disposition,Orbital Period [days],Disposition Score,Planet-Star Radius Ratio,Planetary Radius [Earth radii],Orbit Semi-Major Axis [au],Inclination [deg],Equilibrium Temperature [K],Insolation Flux [Earth flux],Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Metallicity [dex],Stellar Radius [Solar radii],Stellar Mass [Solar mass],Eccentricity,Transit Depth [ppm],Transit Duration [hrs],Transit Signal-to-Noise,Number of Transits,Not Transit-Like False Positive Flag,Stellar Eclipse False Positive Flag,Centroid Offset False Positive Flag,Ephemeris Match Indicates Contamination False Positive Flag
FALSE POSITIVE,18.84497113,0.0,0.070473,5.35,0.1211,87.0,552.0,21.89,5220.0,4.578,-0.64,0.695,0.665,0.0,4143.4,4.9442,79.8,72.0,0,1,1,0
CANDIDATE,5.1581317,0.979,0.005502,2.02,0.0643,89.64,1642.0,1720.62,5155.0,3.511,-0.2,3.355,1.331,0.0,37.9,7.773,13.0,264.0,0,0,0,0
FALSE POSITIVE,14.759477667,0.0,0.630297,76.06,0.123,88.19,862.0,130.69,6522.0,4.407,-0.26,1.105,1.135,0.0,357470.0,9.7746,3813.5,0.0,0,1,0,0
FALSE POSITIVE,10.476258265,0.0,0.322717,54.13,0.0961,88.62,1077.0,318.44,6109.0,4.097,-0.14,1.536,1.076,0.0,120210.0,7.77203,8251.5,126.0,0,1,0,0
FALSE POSITIVE,1.588298157,0.0,0.524793,120.0,0.0318,76.57,2773.0,13941.82,7742.0,4.024,-0.16,2.094,1.687,0.0,165030.0,4.37027,1071.6,673.0,0,1,0,0
FALSE POSITIVE,1.58826263,0.0,0.00794,0.47,0.022,89.73,862.0,130.67,3931.0,4.717,-0.1,0.544,0.564,0.0,78.9,2.655,8.5,672.0,0,0,0,1
FALSE POSITIVE,3.909314318,0.0,0.340794,42.54,0.0493,82.78,1364.0,819.78,6425.0,4.341,-0.3,1.143,1.04,0.0,97123.0,5.36124,1587.6,208.0,0,1,0,0
FALSE POSITIVE,1.38385822,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,234049.39,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,1.0,23.0,239.0,1,0,0,0
FALSE POSITIVE,0.79708975,0.0,0.004151,0.54,0.0167,72.21,2262.0,6174.2,6056.0,4.271,-0.24,1.196,0.975,0.0,19.3,3.301,9.8,1681.0,0,0,1,1
CANDIDATE,25.9136674,0.983,0.013137,3.37,0.1861,78.12,966.0,205.72,6167.0,3.804,-0.2,2.346,1.279,0.0,109.7,10.498,16.1,41.0,0,0,0,0
FALSE POSITIVE,8.5412411,0.001,0.017495,1.4,0.0761,86.02,767.0,81.55,5602.0,4.614,-0.5,0.732,0.832,0.0,298.8,3.654,10.7,125.0,0,0,1,0
FALSE POSITIVE,1.013922622,0.0,0.452671,31.98,0.017,73.76,1392.0,883.9,5110.0,4.618,-0.78,0.647,0.632,0.0,34957.0,1.6393,79.8,1320.0,1,0,0,0
FALSE POSITIVE,17.918743061,0.001,0.319873,56.94,0.1232,89.64,942.0,186.0,5870.0,3.903,-1.1,1.63,0.775,0.0,118360.0,4.36387,4696.8,75.0,0,1,0,0
FALSE POSITIVE,2.287515702,0.0,0.571184,86.76,0.0383,82.97,1801.0,2484.21,6773.0,4.306,0.21,1.391,1.427,0.0,358580.0,10.0879,3017.9,585.0,0,1,0,0
FALSE POSITIVE,659.2907,0.0,0.023224,4.66,1.6519,89.14,322.0,2.53,6917.0,4.05,-0.28,1.837,1.383,0.0,338.1,22.106,27.0,3.0,1,0,0,0
FALSE POSITIVE,24.847087207,0.0,0.561719,52.38,0.1636,89.22,569.0,24.75,5644.0,4.55,-0.06,0.854,0.943,0.0,317670.0,7.28274,6707.7,0.0,0,1,0,0
FALSE POSITIVE,0.85574731,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,2.01,23.0,1462.0,1,0,0,0
FALSE POSITIVE,20.867855659,0.0,0.482449,53.53,0.1433,87.96,716.0,62.09,6095.0,4.378,-0.48,1.016,0.9,0.0,82601.0,5.73122,2768.6,65.0,0,1,0,0
FALSE POSITIVE,3.401949837,0.136,0.060438,14.32,0.0493,38.63,2076.0,4391.35,7094.0,3.905,-0.48,2.17,1.379,0.0,2477.0,16.5797,304.0,394.0,0,1,0,0
CANDIDATE,6.96197304,1.0,0.010933,0.97,0.0656,89.69,778.0,86.68,5008.0,4.506,0.06,0.814,0.775,0.0,151.3,2.806,8.8,190.0,0,0,0,0
CANDIDATE,7.8935324,0.851,0.006404,0.78,0.0775,88.97,1052.0,289.79,6306.0,4.346,-0.36,1.109,0.991,0.0,47.6,3.444,8.3,173.0,0,0,0,0
FALSE POSITIVE,2.252822538,0.0,0.554622,57.6,0.0324,85.1,1462.0,1078.82,6116.0,4.431,-0.56,0.951,0.888,0.0,269850.0,3.41062,1575.9,0.0,0,1,0,0
FALSE POSITIVE,2.25284817,0.0,0.051553,8.61,0.0371,36.39,1940.0,3351.24,6850.0,4.196,-0.14,1.53,1.35,0.0,60.0,3.069,8.8,588.0,0,0,0,1
CANDIDATE,1.320499473,1.0,0.012893,18.94,0.0349,89.0,4477.0,95168.65,5172.0,2.693,0.07,13.454,3.257,0.0,204.0,1.184,12.0,476.0,0,0,0,0
FALSE POSITIVE,5.39525573,0.0,0.498842,152.74,0.0716,80.4,1992.0,3721.55,7216.0,3.768,-0.12,2.804,1.682,0.0,104240.0,7.8377,175.7,201.0,0,1,0,0
CANDIDATE,13.1538409,0.635,0.009369,1.03,0.1033,87.25,750.0,74.8,5443.0,4.36,0.0,1.008,0.848,0.0,104.6,11.56,10.6,83.0,0,0,0,0
FALSE POSITIVE,0.939740093,0.0,0.00954,34.87,0.0232,11.46,7200.0,635197.09,4297.0,1.663,-0.2,33.474,1.883,0.0,106.5,3.682,14.3,1127.0,1,0,0,0
CANDIDATE,36.0484798,0.0,0.01029,1.24,0.2096,89.38,566.0,24.28,5602.0,4.33,0.12,1.1,0.944,0.0,127.6,5.763,8.5,35.0,0,0,0,0
CANDIDATE,4.2742605,0.036,0.015001,1.88,0.0533,89.59,1326.0,730.69,6477.0,4.361,-0.26,1.148,1.102,0.0,263.8,2.687,11.4,17.0,0,0,0,0
FALSE POSITIVE,265.299451,0.0,0.075359,7.1,0.7968,89.82,270.0,1.25,5873.0,4.547,-0.22,0.863,0.954,0.0,4946.0,4.563,34.3,5.0,1,1,0,0
FALSE POSITIVE,265.310499,0.0,0.043088,4.69,0.8276,89.79,296.0,1.81,6108.0,4.471,-0.08,0.997,1.072,0.0,1530.0,4.013,11.6,4.0,1,1,1,1
FALSE POSITIVE,35.4261827,0.001,0.039437,153.72,0.2599,86.51,2217.0,5712.61,4289.0,1.603,-0.26,35.695,1.863,0.0,317.6,4.393,7.1,34.0,0,1,0,0
FALSE POSITIVE,8.460438928,0.0,0.47764,36.62,0.0749,85.68,804.0,98.6,5951.0,4.638,-1.06,0.702,0.796,0.0,76413.0,4.73492,1797.4,164.0,0,1,0,0
CANDIDATE,27.556452,0.0,0.015347,1.4,0.1748,89.95,531.0,18.86,5509.0,4.565,0.02,0.836,0.937,0.0,289.2,8.23,6.7,43.0,0,0,0,0
FALSE POSITIVE,4.318726936,0.0,0.297295,29.74,0.0521,85.84,1091.0,334.31,5896.0,4.518,-0.08,0.916,1.008,0.0,59429.0,2.67349,394.4,240.0,0,1,0,0
FALSE POSITIVE,3.22598684,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,1.67,23.0,415.0,1,0,0,0
FALSE POSITIVE,76.45315813,0.0,0.388134,22.89,0.2889,88.9,291.0,1.7,4831.0,4.713,-1.4,0.54,0.548,0.0,9662.2,5.1822,151.8,19.0,0,1,0,0
FALSE POSITIVE,7.698431197,0.0,0.446583,42.72,0.0738,83.12,878.0,140.16,5774.0,4.508,-0.24,0.876,0.903,0.0,42549.0,5.43677,942.6,140.0,0,1,1,0
FALSE POSITIVE,0.504296702,0.0,0.388885,50.41,0.012,47.56,2694.0,12445.73,6140.0,4.243,-0.52,1.187,0.899,0.0,5995.4,1.4145,231.8,2113.0,0,1,0,0
FALSE POSITIVE,5.194256813,0.0,0.183373,41.77,0.0632,86.49,1546.0,1349.96,6100.0,3.895,-0.06,2.086,1.244,0.0,38851.0,7.25775,2390.4,209.0,0,1,0,0
FALSE POSITIVE,61.42252657,0.0,0.612716,41.01,0.2663,89.83,326.0,2.66,4867.0,4.687,-0.56,0.613,0.665,0.0,337540.0,3.76585,850.4,0.0,0,1,0,0
CANDIDATE,566.28176,0.0,0.031803,2.79,1.2853,89.95,203.0,0.4,5829.0,4.575,-0.42,0.802,0.879,0.0,1200.0,20.39,8.9,3.0,0,0,0,0
FALSE POSITIVE,9.761172507,0.0,0.427376,95.58,0.0949,87.84,1325.0,729.48,6468.0,3.893,-0.4,2.048,1.196,0.0,205870.0,11.4007,3150.9,223.0,0,1,0,0
FALSE POSITIVE,1.36513839,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,1.86,23.0,478.0,1,0,0,0
FALSE POSITIVE,1.061008464,0.0,0.657162,32.58,0.0158,84.19,1002.0,238.59,4239.0,4.793,-1.32,0.454,0.466,0.0,408770.0,2.8029,997.7,1266.0,0,1,0,0
FALSE POSITIVE,1.36840167,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,4.58,23.0,983.0,1,0,0,0
FALSE POSITIVE,5.8957069,0.0,0.317724,32.41,0.0642,5.73,1002.0,238.37,5956.0,4.504,-0.1,0.934,1.017,0.0,129.7,56.84,24.1,235.0,1,0,0,0
FALSE POSITIVE,1.67473779,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,16598.34,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,5.67,23.0,826.0,1,0,0,0
FALSE POSITIVE,1.039370613,0.0,0.036768,12.6,0.0229,69.37,3320.0,28690.6,6429.0,3.615,-0.36,3.137,1.479,0.0,743.6,1.0713,182.9,993.0,0,1,1,0
FALSE POSITIVE,2.31169425,0.0,0.006,1.76,0.0461,69.3,3178.0,24113.62,9451.0,3.97,0.07,2.679,2.441,0.0,38.4,8.689,16.0,454.0,1,0,0,0
FALSE POSITIVE,2.072177815,0.0,0.593703,46.55,0.0294,82.9,1204.0,495.23,5519.0,4.621,-0.5,0.718,0.811,0.0,293720.0,4.54864,590.7,0.0,0,1,0,0
FALSE POSITIVE,3.34328534,0.0,0.221012,64.0,0.0504,6.71,2094.0,4535.97,6541.0,3.773,-0.22,2.652,1.519,0.0,166.8,27.29,79.5,412.0,1,0,0,0
CANDIDATE,0.52740121,0.0,0.033391,1.49,0.0097,64.17,1027.0,263.23,3582.0,4.847,-0.1,0.41,0.431,0.0,1316.0,4.807,31.1,2539.0,0,0,0,0
FALSE POSITIVE,0.905678252,0.0,0.007834,0.78,0.0181,86.11,1901.0,3074.42,6075.0,4.501,-0.36,0.909,0.957,0.0,70.4,1.249,11.1,1476.0,0,1,1,1
FALSE POSITIVE,0.905672916,0.0,0.009434,0.76,0.0164,89.73,1468.0,1096.04,4949.0,4.552,-0.18,0.741,0.715,0.0,110.4,1.0,12.1,1475.0,0,0,1,1
FALSE POSITIVE,0.790046373,0.0,0.388484,56.93,0.0186,68.69,2541.0,9873.85,6785.0,4.321,0.07,1.342,1.374,0.0,149300.0,4.9939,174.5,227.0,0,1,0,0
FALSE POSITIVE,1.804591904,0.0,0.488817,80.87,0.0314,78.59,1923.0,3221.97,6271.0,4.178,0.1,1.515,1.261,0.0,137300.0,3.85009,1666.6,746.0,0,1,0,0
CANDIDATE,1.400903699,0.965,0.0109,1.16,0.0248,89.07,1764.0,2284.73,6375.0,4.474,-0.42,0.975,1.033,0.0,136.5,0.883,9.8,807.0,0,0,0,0
FALSE POSITIVE,1.14073528,0.0,0.003675,0.68,0.0252,72.11,3190.0,24512.67,8847.0,4.2,-0.5,1.685,1.643,0.0,13.5,2.394,7.8,1178.0,0,1,1,0
FALSE POSITIVE,3.31976683,0.0,0.006797,0.7,0.0418,79.64,1276.0,626.66,6100.0,4.438,-0.56,0.94,0.883,0.0,48.0,4.523,8.5,404.0,0,0,1,0
FALSE POSITIVE,0.52880817,0.0,0.007109,1.84,0.0141,75.72,3558.0,37880.12,6224.0,3.815,-0.1,2.368,1.337,0.0,57.7,2.2865,38.8,2535.0,0,1,0,1
FALSE POSITIVE,0.700606479,0.0,0.004549,1.22,0.0171,85.82,3312.0,28551.69,6280.0,3.795,-0.12,2.449,1.366,0.0,23.5,0.993,9.0,1909.0,0,1,1,0
FALSE POSITIVE,9.469191607,0.0,0.245783,49.17,0.1131,85.61,1679.0,1875.84,9454.0,4.244,0.07,1.832,2.144,0.0,63502.0,9.55999,4419.3,145.0,1,0,0,0
FALSE POSITIVE,15.53753378,0.0,0.431542,40.9,0.1142,89.13,694.0,54.73,5704.0,4.476,-0.38,0.868,0.822,0.0,209010.0,5.8262,2807.8,67.0,0,1,0,0
CANDIDATE,17.3816224,0.946,0.238323,26.55,0.13,89.25,756.0,77.09,6116.0,4.407,-0.3,1.02,0.969,0.0,59099.0,2.73456,1149.7,52.0,0,0,0,0
FALSE POSITIVE,2.172042913,0.0,0.519997,100.79,0.0373,71.68,2169.0,5231.88,7128.0,4.105,-0.14,1.775,1.461,0.0,154380.0,8.0331,583.6,623.0,0,1,0,0
CANDIDATE,28.655498,0.979,0.01209,1.45,0.1941,89.82,658.0,44.37,6268.0,4.429,0.07,1.1,1.188,0.0,173.6,8.58,10.1,48.0,0,0,0,0
CANDIDATE,13.4450174,0.718,0.013056,1.08,0.1006,89.27,606.0,31.92,5003.0,4.553,-0.1,0.759,0.75,0.0,196.2,2.118,8.3,104.0,0,0,0,0
FALSE POSITIVE,6.35216475,0.0,0.012142,18.1,0.0848,89.24,2698.0,12523.45,4820.0,2.471,-0.24,13.654,2.009,0.0,185.7,3.251,10.9,212.0,0,0,1,1
FALSE POSITIVE,0.705174384,0.0,13.434557,366.76,0.0097,60.73,751.0,75.23,3354.0,5.031,-0.1,0.25,0.245,0.0,375230.0,1.11196,222.8,1891.0,0,1,0,0
FALSE POSITIVE,38.058140058,0.0,0.607287,94.1,0.2422,89.26,736.0,69.39,6894.0,4.25,-0.2,1.419,1.317,0.0,308870.0,8.82403,3602.0,0.0,0,1,0,0
CANDIDATE,26.1556767,0.0,0.015481,1.28,0.1594,89.95,501.0,14.92,5204.0,4.573,-0.18,0.76,0.787,0.0,295.0,1.542,7.0,46.0,0,0,0,0
FALSE POSITIVE,4.800232532,0.0,0.589555,48.67,0.052,87.41,941.0,184.84,5591.0,4.59,-0.44,0.756,0.812,0.0,277000.0,3.57105,893.6,0.0,1,0,0,0
FALSE POSITIVE,1.74336627,0.0,0.870432,140.49,0.0308,10.31,2029.0,4006.15,6640.0,4.208,-0.08,1.478,1.291,0.0,451.0,10.405,20.8,766.0,1,0,0,0
CANDIDATE,4.60687717,0.909,0.01465,1.14,0.0482,88.67,865.0,132.78,5110.0,4.582,-0.4,0.711,0.704,0.0,258.7,2.295,7.5,251.0,0,0,0,0
FALSE POSITIVE,1.507100589,0.0,0.687126,131.16,0.0288,84.39,2378.0,7555.78,6919.0,4.099,-0.16,1.748,1.406,0.0,497660.0,5.8097,711.8,0.0,1,0,0,1
FALSE POSITIVE,0.758355704,0.0,0.102661,8.78,0.0155,50.44,1765.0,2292.94,5629.0,4.586,-0.32,0.783,0.875,0.0,9568.3,4.4135,153.3,881.0,1,0,0,1
FALSE POSITIVE,0.77258608,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,2.7,23.0,1725.0,1,0,0,0
FALSE POSITIVE,0.898837525,0.0,0.648402,57.14,0.0168,81.17,1615.0,1609.86,5284.0,4.518,-0.18,0.807,0.783,0.0,399780.0,3.5342,445.6,700.0,0,1,0,0
FALSE POSITIVE,11.931131598,0.0,0.892422,93.46,0.1003,87.71,831.0,112.47,6089.0,4.449,-0.38,0.959,0.942,0.0,300510.0,5.56983,5606.7,0.0,0,1,0,0
FALSE POSITIVE,11.93137992,0.0,0.01015,0.56,0.0819,88.98,415.0,7.0,3787.0,4.742,-0.1,0.505,0.514,0.0,122.1,3.639,14.7,114.0,0,0,0,1
FALSE POSITIVE,27.533803402,0.0,0.284347,50.02,0.1825,88.92,777.0,85.95,5925.0,4.052,-0.06,1.611,1.066,0.0,48153.0,3.96227,5446.9,49.0,0,1,0,0
FALSE POSITIVE,12.4964346,0.0,0.185632,55.34,0.1267,13.15,1397.0,899.44,6821.0,3.805,0.0,2.73,1.733,0.0,271.7,84.32,141.5,113.0,1,0,0,0
FALSE POSITIVE,1.352576807,0.0,0.612852,161.02,0.027,78.16,2866.0,15932.27,6881.0,3.831,-0.5,2.406,1.43,0.0,317480.0,5.49531,1365.1,0.0,0,1,0,0
CANDIDATE,502.20642,0.0,0.027256,2.18,1.1522,89.38,212.0,0.48,6018.0,4.615,-0.98,0.733,0.807,0.0,447.9,9.39,7.1,3.0,0,0,0,0
CANDIDATE,8.3613732,0.888,0.009364,0.79,0.072,89.78,793.0,93.31,5470.0,4.509,-0.58,0.777,0.71,0.0,104.7,3.649,9.5,161.0,0,0,0,0
FALSE POSITIVE,13.254134073,0.0,0.373137,58.51,0.1086,87.07,990.0,227.51,6175.0,4.111,-0.42,1.436,0.97,0.0,44980.0,4.34991,2281.0,104.0,0,1,0,0
CANDIDATE,10.5113779,0.729,0.00507,0.72,0.0992,89.32,1052.0,289.46,6575.0,4.278,-0.22,1.305,1.182,0.0,29.9,4.74,8.8,129.0,0,0,0,0
FALSE POSITIVE,1.922009494,0.0,0.40951,48.61,0.0287,61.84,1596.0,1534.66,5880.0,4.296,-0.4,1.087,0.854,0.0,6547.8,3.101,284.4,700.0,0,1,1,0
FALSE POSITIVE,10.186578749,0.0,0.67432,67.45,0.0875,86.56,793.0,93.53,5557.0,4.448,-0.12,0.916,0.859,0.0,340670.0,10.6304,5867.8,0.0,0,1,0,0
FALSE POSITIVE,32.003815635,0.0,0.406353,180.25,0.237,88.2,960.0,201.25,5260.0,3.459,0.02,4.062,1.73,0.0,17120.0,4.31197,711.4,34.0,0,1,0,0
FALSE POSITIVE,1.250390814,0.0,0.558222,101.37,0.0229,78.63,2367.0,7420.89,6297.0,4.006,-0.5,1.663,1.023,0.0,231170.0,3.7184,2046.8,1074.0,0,1,0,0
CANDIDATE,1.58487898,0.801,0.006011,0.37,0.0218,86.16,943.0,187.91,4201.0,4.675,-0.46,0.566,0.552,0.0,42.9,1.791,9.3,837.0,0,0,0,0
FALSE POSITIVE,9.2742685,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,134.36,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,13.39,23.0,153.0,1,0,0,0
FALSE POSITIVE,5.748815953,0.0,0.327603,26.94,0.0565,85.3,799.0,96.29,4961.0,4.545,-0.14,0.753,0.725,0.0,11657.0,1.9216,43.3,235.0,0,1,0,0
FALSE POSITIVE,0.517573708,0.0,0.484349,37.02,0.0116,63.13,1863.0,2827.01,5427.0,4.633,-0.52,0.7,0.776,0.0,87205.0,2.23102,740.2,2589.0,0,1,0,0
CANDIDATE,20.9525604,0.397,0.01516,1.19,0.1364,88.48,495.0,14.2,4885.0,4.61,-0.04,0.72,0.773,0.0,232.9,3.986,9.8,65.0,0,0,0,0
FALSE POSITIVE,24.70932686,0.0,0.224642,25.1,0.1672,88.22,662.0,45.33,6065.0,4.427,-0.12,1.023,1.018,0.0,29265.0,5.0698,284.7,56.0,0,1,0,0
FALSE POSITIVE,13.68369259,0.0,0.395822,30.6,0.0982,89.85,635.0,38.37,5359.0,4.566,-0.72,0.708,0.673,0.0,185510.0,4.22504,3641.6,99.0,0,1,0,0
FALSE POSITIVE,9.726748645,0.0,1.80664,277.38,0.0869,76.84,997.0,233.38,5618.0,4.107,-0.08,1.406,0.922,0.0,393410.0,19.4093,4414.3,0.0,0,1,0,0
CANDIDATE,3.72920972,0.0,0.003585,0.8,0.0525,83.65,1713.0,2035.92,6215.0,3.955,-0.2,2.05,1.37,0.0,14.4,5.012,9.6,287.0,0,0,0,0
FALSE POSITIVE,0.691561191,0.0,0.092307,5.91,0.0128,24.64,1460.0,1074.31,4892.0,4.669,-0.98,0.586,0.583,0.0,1901.0,5.23,3.4,546.0,1,0,0,0
FALSE POSITIVE,1.35337091,0.0,0.311769,26.69,0.0215,83.97,1444.0,1031.53,5426.0,4.511,-0.48,0.784,0.726,0.0,104560.0,2.2396,303.0,791.0,0,1,0,0
FALSE POSITIVE,1.854491777,0.0,0.583471,63.08,0.0288,86.28,1511.0,1232.64,5843.0,4.413,-0.18,0.99,0.926,0.0,383430.0,5.14771,1070.6,0.0,0,1,0,0
FALSE POSITIVE,4.737713268,0.0,0.372578,29.25,0.0511,82.83,882.0,143.54,5335.0,4.624,-0.36,0.719,0.803,0.0,105260.0,6.384,476.7,227.0,0,1,0,0
CANDIDATE,5.704593,0.986,0.010452,0.95,0.061,89.56,900.0,154.92,5523.0,4.566,-0.02,0.832,0.933,0.0,129.9,1.149,8.5,188.0,0,0,0,0
CANDIDATE,1.36752316,1.0,0.007198,0.82,0.0245,87.94,1684.0,1899.59,5836.0,4.417,0.14,1.048,1.044,0.0,61.0,1.208,11.7,789.0,0,0,0,0
FALSE POSITIVE,2.49777454,0.0,0.008873,2.14,0.0425,71.8,2264.0,6214.34,7117.0,3.964,-0.02,2.211,1.641,0.0,78.7,5.241,51.1,534.0,1,0,0,0
CANDIDATE,1.9997244,0.668,0.008536,0.84,0.031,87.08,1385.0,870.41,5838.0,4.529,-0.08,0.897,0.992,0.0,85.1,1.976,8.9,671.0,0,0,0,0
FALSE POSITIVE,1.51264208,0.0,0.414612,36.72,0.0237,75.83,1357.0,801.0,5258.0,4.508,-0.18,0.811,0.772,0.0,23842.0,1.871,262.6,886.0,0,1,0,0
FALSE POSITIVE,323.2575,0.0,0.015382,2.01,0.9366,89.99,293.0,1.73,5866.0,4.301,0.1,1.198,1.045,0.0,286.8,17.26,20.0,3.0,1,0,0,0
FALSE POSITIVE,0.984971822,0.0,0.375255,56.1,0.0205,61.92,2321.0,6852.37,6437.0,4.237,-0.14,1.369,1.18,0.0,6683.5,1.64247,279.1,1356.0,0,1,0,0
FALSE POSITIVE,567.71329,0.0,0.015047,3.28,1.4346,89.95,325.0,2.64,6248.0,3.924,-0.16,1.996,1.218,0.0,259.4,12.85,6.6,3.0,1,0,0,0
FALSE POSITIVE,9.31392071,0.0,0.011805,1.25,0.0882,89.95,884.0,144.19,6032.0,4.485,-0.06,0.973,1.055,0.0,163.7,0.971,6.6,146.0,0,0,1,0
CANDIDATE,14.137062,0.0,0.017714,1.37,0.101,89.95,568.0,24.62,4861.0,4.574,-0.24,0.709,0.689,0.0,393.0,2.264,7.5,93.0,0,0,0,0
FALSE POSITIVE,2.32539968,0.0,0.032816,9.76,0.0421,16.63,2501.0,9234.82,7046.0,3.831,0.1,2.724,1.834,0.0,288.1,16.791,79.9,1005.0,1,0,0,0
FALSE POSITIVE,0.764597756,0.0,0.003797,0.72,0.0177,86.02,2708.0,12721.72,6218.0,4.066,0.1,1.726,1.263,0.0,16.6,1.119,12.0,1750.0,0,0,1,0
CANDIDATE,4.78113942,0.813,0.009326,1.14,0.0548,89.49,1130.0,386.46,5683.0,4.326,0.08,1.115,0.959,0.0,105.8,2.733,9.6,277.0,0,0,0,0
CANDIDATE,7.18864064,0.967,0.010693,1.3,0.072,88.86,987.0,223.87,5683.0,4.326,0.08,1.115,0.959,0.0,133.5,2.364,9.3,179.0,0,0,0,0
FALSE POSITIVE,4.101595158,0.0,0.578886,51.08,0.0468,87.14,1028.0,264.23,5610.0,4.533,-0.38,0.808,0.813,0.0,366580.0,6.10362,3809.8,658.0,0,1,0,0
FALSE POSITIVE,2.43574046,0.0,0.126616,24.62,0.0411,25.56,2102.0,4614.94,7239.0,4.129,0.02,1.781,1.558,0.0,6223.0,22.25,74.6,215.0,1,0,0,0
FALSE POSITIVE,2.756536015,0.0,0.315275,57.46,0.0393,78.06,1580.0,1472.73,5496.0,4.02,0.26,1.669,1.063,0.0,3590.8,1.5908,100.1,388.0,0,1,0,0
FALSE POSITIVE,13.99585365,0.0,1.248165,368.42,0.1157,83.1,1202.0,493.55,5638.0,3.597,-0.84,2.703,1.055,0.0,19681.0,5.0308,118.1,96.0,1,0,0,0
FALSE POSITIVE,4.320850062,0.0,0.500266,59.16,0.0526,82.28,1221.0,524.62,6098.0,4.384,-0.08,1.083,1.034,0.0,75927.0,4.26661,1691.5,301.0,0,1,0,0
FALSE POSITIVE,8.6532378,0.0,0.010289,0.96,0.0816,89.02,793.0,93.75,5561.0,4.561,0.07,0.854,0.968,0.0,126.0,2.974,9.0,156.0,0,0,1,1
FALSE POSITIVE,5.197420145,0.0,0.488395,81.49,0.0579,80.82,1416.0,949.86,6248.0,4.05,-0.58,1.528,0.955,0.0,91307.0,6.78534,4262.1,519.0,0,1,0,0
FALSE POSITIVE,2.183517999,0.0,0.260764,4633.66,0.0338,47.72,9791.0,2169685.72,3198.0,0.047,0.0,162.725,1.075,0.0,1321.6,4.2703,147.7,601.0,0,1,1,0
FALSE POSITIVE,383.61248,0.0,0.023301,2.3,1.0294,89.95,248.0,0.9,6011.0,4.522,-0.24,0.902,0.988,0.0,619.3,12.263,10.2,4.0,1,0,0,0
FALSE POSITIVE,1.945914237,0.0,0.396577,35.94,0.0286,66.98,1417.0,955.56,5967.0,4.516,-0.68,0.83,0.824,0.0,9880.5,2.8712,299.2,548.0,0,1,0,0
CANDIDATE,27.122801,0.0,0.014111,1.46,0.1802,89.38,594.0,29.38,5878.0,4.512,0.07,0.945,1.058,0.0,234.7,5.255,8.1,49.0,0,0,0,0
FALSE POSITIVE,2.500560859,0.0,0.004153,0.48,0.0369,87.68,1486.0,1149.55,6305.0,4.422,-0.2,1.052,1.06,0.0,20.4,7.5902,4.5,0.0,1,0,0,0
CANDIDATE,5.62241111,0.0,0.019835,1.17,0.0507,89.38,561.0,23.43,3894.0,4.71,-0.1,0.541,0.548,0.0,464.1,1.185,8.5,239.0,0,0,0,0
FALSE POSITIVE,1.25625738,0.0,0.003959,1.32,0.0269,39.53,3507.0,35745.58,7450.0,3.68,-0.52,3.063,1.637,0.0,15.2,9.726,50.1,1063.0,1,0,0,0
FALSE POSITIVE,21.142458554,0.0,0.403906,41.68,0.1506,88.24,672.0,48.12,6079.0,4.495,-0.2,0.945,1.019,0.0,73961.0,5.17846,3830.9,67.0,0,1,0,0
CANDIDATE,11.2901559,0.0,0.012221,0.88,0.0849,84.8,617.0,34.17,5025.0,4.609,-0.64,0.657,0.639,0.0,163.8,10.475,8.6,102.0,0,0,0,0
CANDIDATE,28.24753303,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,13.2,23.0,42.0,0,0,0,0
FALSE POSITIVE,0.99519559,0.0,0.003391,0.29,0.0175,89.38,1624.0,1642.44,5506.0,4.512,-0.56,0.782,0.725,0.0,13.7,2.293,7.4,1347.0,0,1,0,0
FALSE POSITIVE,25.150788449,0.0,0.325381,39.12,0.1649,87.19,686.0,52.23,6015.0,4.329,-0.28,1.101,0.942,0.0,37583.0,7.72717,1504.9,52.0,0,1,0,0
